time,base,trend,uncert_center_ana,uncert_lower_ana,uncert_upper_ana,central_det,bull,bear
2025-04-16,104.43781790456097,110.60936478430031,104.43781791456095,97.29532494376674,112.10464446322574,105.98070462499581,110.60936478430031,104.43781790456097
2025-04-17,103.6385894904575,110.69024695216552,103.6385895004575,96.42532688373349,111.39145264807279,105.4015038563845,110.69024695216552,103.6385894904575
2025-04-18,103.58032876427873,110.77112912003074,103.58032877427873,96.24814063033925,111.47108337598081,105.37802885371673,110.77112912003074,103.58032876427873
2025-04-21,103.06943515482791,110.85201128789598,103.06943516482788,95.65328248533446,111.06057407727145,105.01507918859492,110.85201128789598,103.06943515482791
2025-04-22,102.71459525740765,110.93289345576119,102.71459526740762,95.20638419348401,110.81492244791525,104.76916980749603,110.93289345576119,102.71459525740765
2025-04-23,102.35871897885188,111.0137756236264,102.35871898885183,94.76135531455238,110.56519103446962,104.52248314054552,111.0137756236264,102.35871897885188
2025-04-24,102.04964643577833,111.09465779149164,102.04964644577832,94.36232101789696,110.36322790039459,104.31089927520665,111.09465779149164,102.04964643577833
2025-04-25,101.80900071149092,111.17553995935685,101.80900072149093,94.02899281998128,110.23273053400132,104.1506355239574,111.17553995935685,101.80900071149092
2025-04-28,101.6029381339761,111.25642212722207,101.60293814397609,93.72983319195959,110.13736702536008,104.0163091327876,111.25642212722207,101.6029381339761
2025-04-29,101.48062239764344,111.3373042950873,101.4806224076434,93.50994841832443,110.1307069294096,103.94479287250441,111.3373042950873,101.48062239764344
2025-04-30,101.48519576419417,111.41818646295252,101.48519577419412,93.40870727587593,110.26000960390586,103.96844343938376,111.41818646295252,101.48519576419417
2025-05-01,101.42634808995277,111.49906863081773,101.42634809995278,93.2506800712951,110.31881034033857,103.94452822566902,111.49906863081773,101.42634808995277
2025-05-02,101.4279468450354,111.57995079868297,101.42794685503539,93.149756698516,110.44181721831353,103.96594783394727,111.57995079868297,101.4279468450354
2025-05-05,101.43764232482278,111.66083296654818,101.43764233482274,93.05767278190969,110.57223950315367,103.99343998575412,111.66083296654818,101.43764232482278
2025-05-06,101.24537031331847,111.7417151344134,101.24537032331844,92.78184760484754,110.48093217072699,103.86945651909218,111.7417151344134,101.24537031331847
2025-05-07,101.14156325885214,111.82259730227864,101.14156326885212,92.58869163884538,110.48450560646441,103.81182177020878,111.82259730227864,101.14156325885214
2025-05-08,101.06372476981048,111.90347947014385,101.06372477981044,92.42074537034762,110.51497610672057,103.77366344539381,111.90347947014385,101.06372476981048
2025-05-09,101.02376918585811,111.98436163800906,101.0237691958581,92.28877169490188,110.5855214573387,103.76391729939584,111.98436163800906,101.02376918585811
2025-05-12,100.99711505102151,112.0652438058743,100.99711506102153,92.17018736533103,110.66937740094056,103.7641472402347,112.0652438058743,100.99711505102151
2025-05-13,101.03196488419471,112.14612597373952,101.03196489419473,92.10886045907428,110.81950074626279,103.81050515708091,112.14612597373952,101.03196488419471
2025-05-14,101.06962108113932,112.22700814160473,101.06962109113933,92.05112509280221,110.97168336843313,103.85896784675568,112.22700814160473,101.06962108113932
2025-05-15,101.09283830244911,112.30789030946997,101.09283831244906,91.98124879950693,111.10701465190103,103.89660130470432,112.30789030946997,101.09283830244911
2025-05-16,101.12227522082677,112.38877247733518,101.12227523082674,91.91801640559876,111.24820734530368,103.93889953545387,112.38877247733518,101.12227522082677
2025-05-19,101.15720544599196,112.4696546452004,101.15720545599193,91.86072103101196,111.39451226614258,103.98531774629406,112.4696546452004,101.15720544599196
2025-05-20,101.19697514287458,112.55053681306563,101.19697515287457,91.80872604919355,111.54525523645985,104.03536556092233,112.55053681306563,101.19697514287458
2025-05-21,101.24099584706335,112.63141898093085,101.24099585706335,91.76145807206163,111.69982972677535,104.08860163103022,112.63141898093085,101.24099584706335
2025-05-22,101.28137501244024,112.71230114879606,101.28137502244024,91.71173335702937,111.8495589490453,104.13910654702919,112.71230114879606,101.28137501244024
2025-05-23,101.32581492124274,112.7931833166613,101.32581493124273,91.66650443581143,112.00297027437938,104.19265702059737,112.7931833166613,101.32581492124274
2025-05-26,101.37380657966453,112.87406548452651,101.37380658966455,91.62527743371483,112.1595366509338,104.24887130638002,112.87406548452651,101.37380657966453
2025-05-27,101.41317030222213,112.95494765239172,101.41317031222212,91.57702270068108,112.30580345892028,104.29861464026452,112.95494765239172,101.41317030222213
2025-05-28,101.48196645213295,113.03582982025696,101.48196646213295,91.55607774795972,112.48395268058516,104.37043229466394,113.03582982025696,101.48196645213295
2025-05-29,101.55143300644946,113.11671198812218,101.55143301644945,91.53642484660848,112.66218409748733,104.44275275236764,113.11671198812218,101.55143300644946
2025-05-30,101.60700746119097,113.19759415598739,101.60700747119097,91.50492866044164,112.82434857209833,104.50465413539007,113.19759415598739,101.60700746119097
2025-06-02,101.66450995244583,113.27847632385263,101.66450996244583,91.47583877583494,112.9880056222519,104.56800154579753,113.27847632385263,101.66450995244583
2025-06-03,101.72921446549047,113.35935849171784,101.72921447549047,91.45387414420715,113.15904519782285,104.6367504725473,113.35935849171784,101.72921446549047
2025-06-04,101.79467764711494,113.44024065958305,101.79467765711492,91.43321340143842,113.33033165771809,104.70606840073197,113.44024065958305,101.79467764711494
2025-06-05,101.87567493357975,113.5211228274483,101.87567494357971,91.42709867606054,113.51834735544861,104.78703690754689,113.5211228274483,101.87567493357975
2025-06-06,101.94391423790682,113.60200499531351,101.94391424790685,91.41011004200482,113.69159983954715,104.85843692775849,113.60200499531351,101.94391423790682
2025-06-09,102.0122192838776,113.68288716317872,102.01221929387759,91.39375095615205,113.864381058776,104.92988625420287,113.68288716317872,102.0122192838776
2025-06-10,102.08048454371782,113.76376933104396,102.08048455371785,91.37791256849444,114.03658754965491,105.00130574104935,113.76376933104396,102.08048454371782
2025-06-11,102.1486159603021,113.84465149890917,102.14861597030206,91.3624971543082,114.20812772909434,105.07262484545384,113.84465149890917,102.1486159603021
2025-06-12,102.21428856760241,113.92553366677438,102.2142885776024,91.34541409833965,114.3764127904401,105.1420998428954,113.92553366677438,102.21428856760241
2025-06-13,102.30140839561848,114.00641583463963,102.30140840561852,91.34800255964697,114.56822118184256,105.22766025587377,114.00641583463963,102.30140839561848
2025-06-16,102.38604259081083,114.08729800250484,102.38604260081087,91.3488504248805,114.75679957325276,105.31135644423432,114.08729800250484,102.38604259081083
2025-06-17,102.43229926094473,114.16818017037005,102.4322992709447,91.31595488578402,114.90189142802055,105.36626948880105,114.16818017037005,102.43229926094473
2025-06-18,102.53246242545003,114.24906233823529,102.53246243545003,91.33159029118292,115.10700535882246,105.46161240414634,114.24906233823529,102.53246242545003
2025-06-19,102.59350934115638,114.3299445061005,102.59350935115641,91.31283562217362,115.26778343120378,105.5276181328924,114.3299445061005,102.59350934115638
2025-06-20,102.6544610179221,114.41082667396572,102.65446102792205,91.29446669605586,115.42800730757138,105.59355243243299,114.41082667396572,102.6544610179221
2025-06-23,102.71824657664934,114.49170884183096,102.71824658664934,91.2790763137371,115.59098325634365,105.66161214344474,114.49170884183096,102.71824657664934
2025-06-24,102.788459422373,114.57259100969617,102.78845943237295,91.26983930134526,115.7607756665005,105.73449231970378,114.57259100969617,102.788459422373
2025-06-25,102.85730804284826,114.65347317756138,102.85730805284821,91.25981973054822,115.92862939150757,105.80634932702652,114.65347317756138,102.85730804284826
2025-06-26,102.92483985773247,114.73435534542662,102.9248398677325,91.24905327072851,116.09460352830466,105.877218730156,114.73435534542662,102.92483985773247
2025-06-27,102.97761023518818,114.81523751329183,102.97761024518822,91.22562340727227,116.2435269361452,105.93701705521408,114.81523751329183,102.97761023518818
2025-06-30,103.02687254498737,114.89611968115705,103.02687255498736,91.19951298489137,116.38808279842539,105.99418432952977,114.89611968115705,103.02687254498737
2025-07-01,103.07667957397618,114.97700184902229,103.07667958397622,91.17430531870808,116.53285250617198,106.0517601432377,114.97700184902229,103.07667957397618
2025-07-02,103.15977836736715,115.0578840168875,103.15977837736713,91.17893481552976,116.71489578593925,106.13430478024723,115.0578840168875,103.15977836736715
2025-07-03,103.23959728904293,115.13876618475271,103.23959729904288,91.18102716401411,116.89289737103377,106.21438951347037,115.13876618475271,103.23959728904293
2025-07-04,103.28717940246362,115.21964835261795,103.28717941246364,91.15502581325198,117.03404541663264,106.2702966405022,115.21964835261795,103.28717940246362
2025-07-07,103.33263379598215,115.30053052048316,103.33263380598217,91.12753959195177,117.1724075629958,106.3246079776074,115.30053052048316,103.33263379598215
2025-07-08,103.34973099717696,115.38141268834838,103.349731007177,91.07545090107796,117.27822144803042,106.35765142046982,115.38141268834838,103.34973099717696
2025-07-09,103.40202880759877,115.46229485621362,103.40202881759873,91.05477580738776,117.42359990224722,106.41709532025246,115.46229485621362,103.40202880759877
2025-07-10,103.46174825196881,115.54317702407883,103.46174826196884,91.0409951469126,117.5770688374996,106.48210544549632,115.54317702407883,103.46174825196881
2025-07-11,103.52946602197987,115.62405919194404,103.52946603197982,91.03459510372902,117.73930915663304,106.5531143149709,115.62405919194404,103.52946602197987
2025-07-14,103.59240347239268,115.70494135980928,103.59240348239271,91.02432573662315,117.8958039228972,106.62053794474681,115.70494135980928,103.59240347239268
2025-07-15,103.65156775082646,115.7858235276745,103.65156776082645,91.01107423899136,118.04769462521472,106.68513169553846,115.7858235276745,103.65156775082646
2025-07-16,103.71421692083233,115.86670569553971,103.71421693083228,91.0012100414712,118.2032501400114,106.75233911500916,115.86670569553971,103.71421692083233
2025-07-17,103.78302492001662,115.94758786340495,103.78302493001665,90.9970652408923,118.36553448302,106.82416565636369,115.94758786340495,103.78302492001662
2025-07-18,103.8484229567076,116.02847003127016,103.84842296670762,90.99023869326885,118.52364723459074,106.89343472584824,116.02847003127016,103.8484229567076
2025-07-21,103.89358690000701,116.10935219913537,103.89358691000703,90.96600050537954,118.6583706116535,106.9475282252891,116.10935219913537,103.89358690000701
2025-07-22,103.93846768210564,116.19023436700061,103.93846769210568,90.94183859592383,118.79246376559526,107.00140935382937,116.19023436700061,103.93846768210564
2025-07-23,103.99414634619657,116.27111653486583,103.99414635619654,90.92743675395108,118.93860491876329,107.06338889386387,116.27111653486583,103.99414634619657
2025-07-24,104.04827096655663,116.35199870273107,104.0482709765566,90.91197764823004,119.0826882580936,107.12420290110023,116.35199870273107,104.04827096655663
2025-07-25,104.10092854438082,116.43288087059628,104.10092855438086,90.89553497786775,119.2248148220154,107.18391662643468,116.43288087059628,104.10092854438082
2025-07-28,104.15219882851807,116.51376303846149,104.15219883851805,90.87817600492049,119.36507751113828,107.2425898815039,116.51376303846149,104.15219882851807
